"esu_dps_name","esa_pop_name","popid","commonpopname","spawningyear","popfit","popfitnotes","tsaej","nosaej","phosej","nosaij","tsaij","phosij"
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Coweeman River - late","269","Coweeman Coho","2010","Same",NA,"4426","4031","0.088",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Coweeman River - late","269","Coweeman Coho","2011","Same",NA,"3939","3738","0.048",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Coweeman River - late","269","Coweeman Coho","2012","Same",NA,"3840","3659","0.039",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Coweeman River - late","269","Coweeman Coho","2013","Same",NA,"4707","4068","0.126",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Coweeman River - late","269","Coweeman Coho","2014","Same",NA,"9350","7871","0.159",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Coweeman River - late","269","Coweeman Coho","2015","Same",NA,"1698","1366","0.189",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Coweeman River - late","269","Coweeman Coho","2016","Same",NA,"3982","3312","0.154",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Coweeman River - late","269","Coweeman Coho","2017","Same",NA,"3066","2661","0.108",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Coweeman River - late","269","Coweeman Coho","2018","Same",NA,"3885","2817","0.240",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Coweeman River - late","269","Coweeman Coho","2019","Same",NA,"4786","3566","0.247",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Coweeman River - late","269","Coweeman Coho","2020","Same",NA,"5504","4593","0.153",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Coweeman River - late","269","Coweeman Coho","2021","Same",NA,"6066","4792","0.206",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Coweeman River - late","269","Coweeman Coho","2022","Same",NA,"4907","4377","0.100",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Coweeman River - late","269","Coweeman Coho","2023","Same",NA,"3920","3433","0.113",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Elochoman River - late","283","Elochoman/Skamokawa Coho","2010","Same",NA,"3345","942","0.715",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Elochoman River - late","283","Elochoman/Skamokawa Coho","2011","Same",NA,"1687","683","0.590",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Elochoman River - late","283","Elochoman/Skamokawa Coho","2012","Same",NA,"797","555","0.282",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Elochoman River - late","283","Elochoman/Skamokawa Coho","2013","Same",NA,"1434","874","0.389",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Elochoman River - late","283","Elochoman/Skamokawa Coho","2014","Same",NA,"5734","3684","0.357",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Elochoman River - late","283","Elochoman/Skamokawa Coho","2015","Same",NA,"599","374","0.367",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Elochoman River - late","283","Elochoman/Skamokawa Coho","2016","Same",NA,"1327","862","0.345",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Elochoman River - late","283","Elochoman/Skamokawa Coho","2017","Same",NA,"1428","1036","0.246",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Elochoman River - late","283","Elochoman/Skamokawa Coho","2018","Same",NA,"2155","1259","0.401",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Elochoman River - late","283","Elochoman/Skamokawa Coho","2019","Same",NA,"3040","1909","0.361",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Elochoman River - late","283","Elochoman/Skamokawa Coho","2020","Same",NA,"2594","2000","0.211",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Elochoman River - late","283","Elochoman/Skamokawa Coho","2021","Same",NA,"3259","1774","0.456",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Elochoman River - late","283","Elochoman/Skamokawa Coho","2022","Same",NA,"1205","1001","0.160",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Elochoman River - late","283","Elochoman/Skamokawa Coho","2023","Same",NA,"1983","1658","0.154",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Salmon Creek - late","275","Salmon Creek Coho","2010","Same",NA,"1485","1258","0.074",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Salmon Creek - late","275","Salmon Creek Coho","2011","Same",NA,"906","826","0.053",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Salmon Creek - late","275","Salmon Creek Coho","2012","Same",NA,"952","884","0.050",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Salmon Creek - late","275","Salmon Creek Coho","2013","Same",NA,"1190","1145","0.023",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Salmon Creek - late","275","Salmon Creek Coho","2014","Same",NA,"3179","3104","0.017",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Salmon Creek - late","275","Salmon Creek Coho","2015","Same",NA,"676","643","0.027",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Salmon Creek - late","275","Salmon Creek Coho","2016","Same",NA,"1536","1426","0.046",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Salmon Creek - late","275","Salmon Creek Coho","2017","Same",NA,"1520","1300","0.106",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Salmon Creek - late","275","Salmon Creek Coho","2018","Same",NA,"1518","1327","0.108",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Salmon Creek - late","275","Salmon Creek Coho","2019","Same",NA,"1920","1702","0.099",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Salmon Creek - late","275","Salmon Creek Coho","2020","Same",NA,"1872","1654","0.104",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Salmon Creek - late","275","Salmon Creek Coho","2021","Same",NA,"1634","1527","0.050",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Salmon Creek - late","275","Salmon Creek Coho","2022","Same",NA,"1298","1196","0.063",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Salmon Creek - late","275","Salmon Creek Coho","2023","Same",NA,"899","750","0.144",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Kalama River - late","271","Kalama Coho","2010","Same",NA,"1593","68","0.957",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Kalama River - late","271","Kalama Coho","2011","Same",NA,"393","39","0.900",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Kalama River - late","271","Kalama Coho","2012","Same",NA,"261","40","0.846",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Kalama River - late","271","Kalama Coho","2013","Same",NA,"364","49","0.868",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Kalama River - late","271","Kalama Coho","2014","Same",NA,"1214","128","0.897",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Kalama River - late","271","Kalama Coho","2015","Same",NA,"215","26","0.881",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Kalama River - late","271","Kalama Coho","2016","Same",NA,"198","64","0.672",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Kalama River - late","271","Kalama Coho","2017","Same",NA,"152","58","0.613",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Kalama River - late","271","Kalama Coho","2018","Same",NA,"244","76","0.684",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Kalama River - late","271","Kalama Coho","2019","Same",NA,"275","129","0.526",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Kalama River - late","271","Kalama Coho","2020","Same",NA,"932","235","0.741",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Kalama River - late","271","Kalama Coho","2021","Same",NA,"886","227","0.741",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Kalama River - late","271","Kalama Coho","2022","Same",NA,"589","245","0.586",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Kalama River - late","271","Kalama Coho","2023","Same",NA,"559","255","0.532",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Washougal River - late","280","Washougal Coho","2010","Same",NA,"1141","669","0.404",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Washougal River - late","280","Washougal Coho","2011","Same",NA,"514","446","0.110",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Washougal River - late","280","Washougal Coho","2012","Same",NA,"493","422","0.124",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Washougal River - late","280","Washougal Coho","2013","Same",NA,"719","464","0.345",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Washougal River - late","280","Washougal Coho","2014","Same",NA,"2777","883","0.685",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Washougal River - late","280","Washougal Coho","2015","Same",NA,"396","147","0.626",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Washougal River - late","280","Washougal Coho","2016","Same",NA,"1141","314","0.726",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Washougal River - late","280","Washougal Coho","2017","Same",NA,"1130","277","0.754",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Washougal River - late","280","Washougal Coho","2018","Same",NA,"997","298","0.703",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Washougal River - late","280","Washougal Coho","2019","Same",NA,"1265","559","0.552",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Washougal River - late","280","Washougal Coho","2020","Same",NA,"2249","858","0.614",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Washougal River - late","280","Washougal Coho","2021","Same",NA,"932","752","0.182",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Washougal River - late","280","Washougal Coho","2022","Same",NA,"1271","782","0.379",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Washougal River - late","280","Washougal Coho","2023","Same",NA,"695","500","0.268",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) North Fork Lewis River - early and late","273","North Fork Lewis Coho","2010","Same",NA,"2960","2160","0.267",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) North Fork Lewis River - early and late","273","North Fork Lewis Coho","2011","Same",NA,"1827","1402","0.232",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) North Fork Lewis River - early and late","273","North Fork Lewis Coho","2012","Same",NA,"1800","1514","0.156",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) North Fork Lewis River - early and late","273","North Fork Lewis Coho","2013","Same",NA,"8878","1374","0.845",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) North Fork Lewis River - early and late","273","North Fork Lewis Coho","2014","Same",NA,"13945","4835","0.654",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) North Fork Lewis River - early and late","273","North Fork Lewis Coho","2015","Same",NA,"4761","1020","0.786",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) North Fork Lewis River - early and late","273","North Fork Lewis Coho","2016","Same",NA,"9636","3524","0.635",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) North Fork Lewis River - early and late","273","North Fork Lewis Coho","2017","Same",NA,"9552","4471","0.532",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) North Fork Lewis River - early and late","273","North Fork Lewis Coho","2018","Same",NA,"10492","3011","0.711",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) North Fork Lewis River - early and late","273","North Fork Lewis Coho","2019","Same",NA,"8847","3930","0.554",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) North Fork Lewis River - early and late","273","North Fork Lewis Coho","2020","Same",NA,"14826","6704","0.546",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) North Fork Lewis River - early and late","273","North Fork Lewis Coho","2021","Same",NA,"12356","4870","0.605",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) North Fork Lewis River - early and late","273","North Fork Lewis Coho","2022","Same",NA,"13940","5742","0.588",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) North Fork Lewis River - early and late","273","North Fork Lewis Coho","2023","Same",NA,"12886","4592","0.642",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Tilton River - early and late","278","Tilton Coho","1996","Same",NA,"1810","1810","0.000",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Tilton River - early and late","278","Tilton Coho","1997","Same",NA,"3633","3633","0.000",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Tilton River - early and late","278","Tilton Coho","1998","Same",NA,"3158","1157","0.634",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Tilton River - early and late","278","Tilton Coho","1999","Same",NA,"6831","1252","0.817",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Tilton River - early and late","278","Tilton Coho","2000","Same",NA,"8985","666","0.930",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Tilton River - early and late","278","Tilton Coho","2001","Same",NA,"27170","1724","0.940",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Tilton River - early and late","278","Tilton Coho","2002","Same",NA,"18379","1732","0.910",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Tilton River - early and late","278","Tilton Coho","2003","Same",NA,"7470","645","0.914",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Tilton River - early and late","278","Tilton Coho","2004","Same",NA,"12958","722","0.940",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Tilton River - early and late","278","Tilton Coho","2005","Same",NA,"8591","1331","0.845",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Tilton River - early and late","278","Tilton Coho","2006","Same",NA,"2367","738","0.688",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Tilton River - early and late","278","Tilton Coho","2007","Same",NA,"2406","827","0.656",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Tilton River - early and late","278","Tilton Coho","2008","Same",NA,"2715","915","0.663",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Tilton River - early and late","278","Tilton Coho","2009","Same",NA,"4384","1306","0.702",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Tilton River - early and late","278","Tilton Coho","2010","Same",NA,"2942","897","0.694",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Tilton River - early and late","278","Tilton Coho","2011","Same",NA,"6328","1963","0.690",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Tilton River - early and late","278","Tilton Coho","2012","Same",NA,"4880","1269","0.740",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Tilton River - early and late","278","Tilton Coho","2013","Same",NA,"6408","2652","0.586",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Tilton River - early and late","278","Tilton Coho","2014","Same",NA,"13797","8912","0.354",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Tilton River - early and late","278","Tilton Coho","2015","Same",NA,"2891","1359","0.530",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Tilton River - early and late","278","Tilton Coho","2016","Same",NA,"6900","2625","0.619",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Tilton River - early and late","278","Tilton Coho","2017","Same",NA,"10399","5192","0.501",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Tilton River - early and late","278","Tilton Coho","2018","Same",NA,"4417","1318","0.701",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Tilton River - early and late","278","Tilton Coho","2019","Same",NA,"7180","1558","0.783",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Tilton River - early and late","278","Tilton Coho","2020","Same",NA,"13220","2399","0.818",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Tilton River - early and late","278","Tilton Coho","2021","Same",NA,"14965","6391","0.573",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Tilton River - early and late","278","Tilton Coho","2022","Same",NA,"16283","7255","0.554",NA,NA,NA
"Salmon, coho (Lower Columbia River ESU)","Salmon, coho (Lower Columbia River ESU) Tilton River - early and late","278","Tilton Coho","2023","Same",NA,"8290","1338","0.838",NA,NA,NA
"Salmon, chum (Columbia River ESU)","Salmon, chum (Columbia River ESU) Lewis River - fall","254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salmon, Chinook (Lower Columbia River ESU)","Salmon, Chinook (Lower Columbia River ESU) Tilton River - spring","224","Tilton River - spring Chinook salmon","1996","Same",NA,NA,"0",NA,NA,NA,NA
"Salmon, Chinook (Lower Columbia River ESU)","Salmon, Chinook (Lower Columbia River ESU) Tilton River - spring","224","Tilton River - spring Chinook salmon","1997","Same",NA,NA,"0",NA,NA,NA,NA
"Salmon, Chinook (Lower Columbia River ESU)","Salmon, Chinook (Lower Columbia River ESU) Tilton River - spring","224","Tilton River - spring Chinook salmon","1998","Same",NA,NA,"0",NA,NA,NA,NA
"Salmon, Chinook (Lower Columbia River ESU)","Salmon, Chinook (Lower Columbia River ESU) Tilton River - spring","224","Tilton River - spring Chinook salmon","1999","Same",NA,NA,"0",NA,NA,NA,NA
"Salmon, Chinook (Lower Columbia River ESU)","Salmon, Chinook (Lower Columbia River ESU) Tilton River - spring","224","Tilton River - spring Chinook salmon","2000","Same",NA,NA,"0",NA,NA,NA,NA
"Salmon, Chinook (Lower Columbia River ESU)","Salmon, Chinook (Lower Columbia River ESU) Tilton River - spring","224","Tilton River - spring Chinook salmon","2001","Same",NA,NA,"0",NA,NA,NA,NA
"Salmon, Chinook (Lower Columbia River ESU)","Salmon, Chinook (Lower Columbia River ESU) Tilton River - spring","224","Tilton River - spring Chinook salmon","2002","Same",NA,NA,"0",NA,NA,NA,NA
"Salmon, Chinook (Lower Columbia River ESU)","Salmon, Chinook (Lower Columbia River ESU) Tilton River - spring","224","Tilton River - spring Chinook salmon","2003","Same",NA,NA,"0",NA,NA,NA,NA
"Salmon, Chinook (Lower Columbia River ESU)","Salmon, Chinook (Lower Columbia River ESU) Tilton River - spring","224","Tilton River - spring Chinook salmon","2004","Same",NA,NA,"0",NA,NA,NA,NA
"Salmon, Chinook (Lower Columbia River ESU)","Salmon, Chinook (Lower Columbia River ESU) Tilton River - spring","224","Tilton River - spring Chinook salmon","2005","Same",NA,NA,"0",NA,NA,NA,NA
"Salmon, Chinook (Lower Columbia River ESU)","Salmon, Chinook (Lower Columbia River ESU) Tilton River - spring","224","Tilton River - spring Chinook salmon","2006","Same",NA,NA,"0",NA,NA,NA,NA
"Salmon, Chinook (Lower Columbia River ESU)","Salmon, Chinook (Lower Columbia River ESU) Tilton River - spring","224","Tilton River - spring Chinook salmon","2007","Same",NA,NA,"0",NA,NA,NA,NA
"Salmon, Chinook (Lower Columbia River ESU)","Salmon, Chinook (Lower Columbia River ESU) Tilton River - spring","224","Tilton River - spring Chinook salmon","2008","Same",NA,NA,"0",NA,NA,NA,NA
"Salmon, Chinook (Lower Columbia River ESU)","Salmon, Chinook (Lower Columbia River ESU) Tilton River - spring","224","Tilton River - spring Chinook salmon","2009","Same",NA,NA,"0",NA,NA,NA,NA
"Salmon, Chinook (Lower Columbia River ESU)","Salmon, Chinook (Lower Columbia River ESU) Tilton River - spring","224","Tilton River - spring Chinook salmon","2010","Same",NA,NA,"0",NA,NA,NA,NA
"Salmon, Chinook (Lower Columbia River ESU)","Salmon, Chinook (Lower Columbia River ESU) Tilton River - spring","224","Tilton River - spring Chinook salmon","2011","Same",NA,NA,"0",NA,NA,NA,NA
"Salmon, Chinook (Lower Columbia River ESU)","Salmon, Chinook (Lower Columbia River ESU) Tilton River - spring","224","Tilton River - spring Chinook salmon","2012","Same",NA,NA,"0",NA,NA,NA,NA
"Salmon, Chinook (Lower Columbia River ESU)","Salmon, Chinook (Lower Columbia River ESU) Tilton River - spring","224","Tilton River - spring Chinook salmon","2013","Same",NA,NA,"0",NA,NA,NA,NA
"Salmon, Chinook (Lower Columbia River ESU)","Salmon, Chinook (Lower Columbia River ESU) Tilton River - spring","224","Tilton River - spring Chinook salmon","2014","Same",NA,NA,"0",NA,NA,NA,NA
"Salmon, Chinook (Lower Columbia River ESU)","Salmon, Chinook (Lower Columbia River ESU) Tilton River - spring","224","Tilton River - spring Chinook salmon","2015","Same",NA,NA,"0",NA,NA,NA,NA
"Salmon, Chinook (Lower Columbia River ESU)","Salmon, Chinook (Lower Columbia River ESU) Tilton River - spring","224","Tilton River - spring Chinook salmon","2016","Same",NA,NA,"0",NA,NA,NA,NA
"Salmon, Chinook (Lower Columbia River ESU)","Salmon, Chinook (Lower Columbia River ESU) Tilton River - spring","224","Tilton River - spring Chinook salmon","2017","Same",NA,NA,"0",NA,NA,NA,NA
"Salmon, Chinook (Lower Columbia River ESU)","Salmon, Chinook (Lower Columbia River ESU) Tilton River - spring","224","Tilton River - spring Chinook salmon","2018","Same",NA,NA,"0",NA,NA,NA,NA
"Salmon, Chinook (Lower Columbia River ESU)","Salmon, Chinook (Lower Columbia River ESU) Tilton River - spring","224","Tilton River - spring Chinook salmon","2019","Same",NA,NA,"0",NA,NA,NA,NA
"Salmon, Chinook (Lower Columbia River ESU)","Salmon, Chinook (Lower Columbia River ESU) Tilton River - spring","224","Tilton River - spring Chinook salmon","2020","Same",NA,NA,"0",NA,NA,NA,NA
"Salmon, Chinook (Lower Columbia River ESU)","Salmon, Chinook (Lower Columbia River ESU) Tilton River - spring","224","Tilton River - spring Chinook salmon","2021","Same",NA,NA,"0",NA,NA,NA,NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) North Fork Lewis River - winter","301",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salmon, chum (Columbia River ESU)","Salmon, chum (Columbia River ESU) Elochoman River - fall","260",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Kalama River - summer","297","Kalama Summer Steelhead","1977","Same",NA,"400","400",NA,"400","400",NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Kalama River - summer","297","Kalama Summer Steelhead","1978","Same",NA,"1015","1015",NA,"1015","1015",NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Kalama River - summer","297","Kalama Summer Steelhead","1979","Same",NA,"484","484",NA,"484","484",NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Kalama River - summer","297","Kalama Summer Steelhead","1980","Same",NA,"718","718",NA,"718","718",NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Kalama River - summer","297","Kalama Summer Steelhead","1981","Same",NA,"2926","2926",NA,"2926","2926",NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Kalama River - summer","297","Kalama Summer Steelhead","1982","Same",NA,"1385","1385",NA,"1385","1385",NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Kalama River - summer","297","Kalama Summer Steelhead","1983","Same",NA,"869","869",NA,"869","869",NA
"Steelhead (Lower Columbia River DPS)","Steelhead (Lower Columbia River DPS) Kalama River - summer","297","Kalama Summer Steelhead","1984","Same",NA,"247","247",NA,"247","247",NA
